0,1,2,3,4,5,6,length
-1.953125,-2.0,-2.21875,-2.28125,-1.828125,-2.28125,-1.3828125,4
1.0390625,1.4375,1.34375,1.0234375,1.359375,0.63671875,1.6484375,40
-1.4453125,-1.4609375,-2.078125,-1.9765625,-1.921875,-1.6796875,-1.3359375,673
0.2119140625,0.130859375,0.2041015625,-0.201171875,0.25390625,0.111328125,0.84765625,86
-0.94921875,-0.91015625,-1.2109375,-1.609375,-1.1171875,-1.015625,-0.63671875,470
0.251953125,0.004425048828125,-0.0002899169921875,-0.1962890625,0.046875,-0.1591796875,0.6171875,284
1.3203125,1.40625,1.1328125,0.6015625,1.2421875,1.1015625,1.9609375,32
0.62109375,0.1875,0.1044921875,-0.451171875,0.255859375,0.0908203125,0.578125,73
0.003936767578125,-0.44921875,-0.75390625,-0.87109375,-0.625,-0.455078125,-0.005706787109375,103
-0.72265625,-1.1484375,-1.296875,-1.1484375,-0.8984375,-1.2109375,-0.486328125,658
2.46875,2.6875,2.453125,1.640625,2.71875,2.375,3.046875,72
-1.484375,-1.53125,-2.0,-2.078125,-2.0,-1.9296875,-1.1484375,531
0.373046875,0.396484375,0.134765625,-0.1669921875,0.205078125,0.3046875,0.74609375,37
1.6875,1.5,1.1484375,0.74609375,1.390625,1.2421875,1.734375,107
-1.1796875,-1.5078125,-2.046875,-1.90625,-1.640625,-1.75,-0.890625,47
1.6171875,1.6171875,1.3046875,0.83984375,1.375,1.2734375,1.8984375,65
-1.1015625,-1.4921875,-1.59375,-1.5625,-1.3828125,-1.6328125,-1.1484375,641
0.1220703125,0.275390625,0.306640625,-0.027099609375,-0.1708984375,-0.169921875,0.6875,44
-1.390625,-1.875,-1.7734375,-2.0,-1.7265625,-2.046875,-1.1171875,201
1.0078125,0.91796875,0.58203125,0.28515625,0.66015625,0.6328125,1.1328125,84
0.154296875,-0.02001953125,-0.466796875,-0.6875,-0.5234375,-0.30859375,0.298828125,51
0.302734375,0.310546875,-0.0927734375,-0.54296875,0.06787109375,0.08447265625,0.625,11
-0.1787109375,-0.455078125,-0.8359375,-0.97265625,-0.63671875,-0.65625,-0.23828125,41
1.1875,1.03125,0.7421875,0.62890625,0.7734375,0.87109375,1.65625,129
1.2265625,0.48046875,0.66796875,0.6875,0.88671875,0.494140625,1.078125,37
1.265625,1.5546875,1.4375,0.9296875,1.390625,1.25,1.8828125,6
-0.91015625,-1.109375,-1.265625,-1.40625,-1.21875,-1.109375,-0.61328125,146
-1.3828125,-1.3828125,-1.46875,-1.609375,-1.3203125,-1.5234375,-0.66015625,311
-0.96484375,-1.1875,-1.234375,-1.7265625,-1.0,-1.5703125,-0.51953125,18
0.275390625,-0.1982421875,-0.1318359375,-0.318359375,-0.0849609375,-0.0986328125,0.41796875,178
-1.5,-1.6171875,-2.03125,-1.9609375,-1.6484375,-1.984375,-1.125,138
-1.3359375,-1.6171875,-1.8828125,-1.6640625,-1.65625,-1.5546875,-1.03125,315
0.9765625,0.75,0.51953125,0.4609375,0.89453125,0.56640625,1.3125,97
0.5703125,0.4765625,0.3515625,0.06787109375,0.609375,0.30078125,1.09375,57
-0.76953125,-0.984375,-1.546875,-1.2734375,-0.84765625,-1.0546875,-0.53125,129
-1.1015625,-1.421875,-1.7265625,-1.6796875,-1.65625,-1.5546875,-0.875,274
-0.359375,-0.490234375,-0.68359375,-0.9296875,-0.58984375,-0.6015625,-0.181640625,250
-1.5,-1.5625,-1.8203125,-1.9140625,-1.578125,-2.078125,-0.95703125,293
0.515625,0.00433349609375,0.259765625,-0.00897216796875,0.37109375,0.345703125,1.2421875,190
-0.515625,-0.83203125,-1.0234375,-1.3671875,-1.1953125,-0.93359375,-0.5234375,223
-2.078125,-2.34375,-2.9375,-2.609375,-2.609375,-2.515625,-2.03125,110
-0.96484375,-1.203125,-1.8359375,-1.8828125,-1.25,-1.3203125,-0.71875,154
-1.8984375,-1.5,-1.9140625,-2.28125,-1.984375,-1.8984375,-1.6640625,786
0.2578125,-0.1142578125,-0.004241943359375,-0.306640625,-0.0625,-0.03271484375,0.0194091796875,245
-0.267578125,0.2197265625,-0.6484375,-0.2373046875,-0.44921875,-0.3046875,0.1591796875,269
-0.337890625,-0.9140625,-0.7421875,-1.0078125,-0.58984375,-0.90625,-0.05078125,72
0.49609375,0.34375,0.1640625,-0.1728515625,0.11279296875,0.1640625,0.84765625,92
-1.328125,-1.6796875,-2.1875,-1.9921875,-1.7421875,-1.734375,-1.15625,49
1.1015625,0.94140625,0.380859375,0.70703125,1.015625,0.6796875,1.40625,51
0.484375,0.38671875,-0.06005859375,-0.060791015625,0.2890625,-0.1015625,0.6796875,47
-1.71875,-2.15625,-2.734375,-2.609375,-2.28125,-2.296875,-1.8359375,305
-1.6171875,-1.8828125,-2.125,-2.234375,-2.015625,-2.015625,-1.5,522
-1.2734375,-1.1484375,-1.6796875,-1.75,-1.6796875,-1.5859375,-0.93359375,304
-1.171875,-1.8125,-2.21875,-1.734375,-1.9375,-1.6484375,-1.234375,650
0.81640625,1.0546875,0.60546875,-0.046875,0.8828125,0.7421875,1.421875,15
-1.6484375,-2.015625,-2.234375,-2.296875,-2.046875,-1.9453125,-1.59375,476
1.8984375,2.171875,1.5703125,1.2734375,2.03125,1.8515625,2.40625,52
0.0135498046875,-0.2421875,-0.05029296875,0.0458984375,0.66796875,-0.177734375,0.66796875,54
0.04150390625,-0.0311279296875,-0.08984375,-0.5703125,-0.490234375,-0.228515625,0.3671875,161
0.33203125,-0.07666015625,-0.026123046875,-0.1904296875,-0.0230712890625,-0.07763671875,0.5078125,211
0.90234375,1.0703125,0.8671875,0.310546875,0.7578125,0.578125,1.46875,75
-0.423828125,-0.85546875,-0.7890625,-1.0078125,-0.7265625,-0.734375,-0.1865234375,381
-0.251953125,-0.88671875,-0.8515625,-1.0546875,-0.82421875,-0.4453125,-0.076171875,355
0.95703125,0.6015625,0.51953125,0.484375,0.515625,0.466796875,1.0546875,152
-1.5859375,-1.8828125,-2.109375,-2.234375,-1.90625,-1.9765625,-1.1484375,210
-1.015625,-1.2265625,-1.4140625,-1.3125,-1.1796875,-0.9921875,-0.83984375,479
-0.037353515625,-0.0147705078125,-0.498046875,-0.63671875,-0.306640625,-0.58984375,-0.10791015625,79
0.251953125,0.08740234375,-0.1484375,-0.11376953125,0.328125,-0.21484375,0.421875,39
-0.287109375,-0.7265625,-0.7265625,-0.86328125,-0.8125,-0.78515625,-0.271484375,527
-1.7578125,-2.0,-2.3125,-2.28125,-2.21875,-2.046875,-1.4609375,355
1.2578125,0.671875,1.078125,0.5078125,0.97265625,0.74609375,0.78125,502
-0.53515625,-0.5078125,-1.046875,-0.98046875,-0.57421875,-0.73046875,0.09814453125,62
0.06884765625,0.125,0.1767578125,-0.51171875,-0.3046875,-0.2412109375,0.13671875,1043
0.349609375,0.65234375,0.234375,-0.0137939453125,0.66796875,0.169921875,0.63671875,34
-0.09619140625,-1.1484375,-0.58203125,-0.703125,-0.31640625,-0.80078125,0.166015625,194
1.984375,1.9609375,1.8984375,1.5390625,2.125,1.9140625,2.46875,96
-0.008544921875,0.01214599609375,-0.2734375,-0.734375,-0.26953125,-0.2490234375,0.62109375,45
0.1904296875,0.7265625,0.078125,-0.10546875,0.3515625,0.205078125,1.0625,3
0.466796875,0.462890625,0.50390625,0.07421875,0.349609375,0.154296875,1.1640625,42
1.265625,0.984375,0.80078125,0.53125,1.0703125,0.59375,1.5546875,74
-0.64453125,-0.76171875,-1.078125,-1.5234375,-1.2578125,-1.203125,-0.2236328125,78
-1.2265625,-1.5859375,-1.953125,-1.8046875,-1.6796875,-1.6171875,-1.0390625,582
